query,stages,added_by,media_type,geo,text_sim,image_sim,eval,metadata,label_type,,,,,,,,,,,,,,,,,
any scene that resembles a birthday party,"[sort_by_similarity('birthday party', k = 25, brain_key = 'TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
images with a water buffalo in them,"[sort_by_similarity('water buffalo', brain_key = 'TEXT_SIM_KEY', k = 30)]",Eric,Image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
show me samples that have a tricycle,"[sort_by_similarity('tricycle', k = 30, brain_key='TEXT_SIM_KEY')]",Eric,Image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
what images contain a reptile?,"[sort_by_similarity('reptile', brain_key = 'TEXT_SIM_KEY', k=25)]",Eric,Image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
where are my turning lanes?,"[sort_by_similarity('turning lane', brain_key = 'TEXT_SIM_KEY', k = 100)]",Eric,Image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
show me images with llamas,"[sort_by_similarity('llama', brain_key='TEXT_SIM_KEY', k = 200)]",Eric,Image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
"sorty images by how similar they are to a classroom, and show me the top 10","[sort_by_similarity('a classroom', k=10, brain_key='TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
"100 images that resemble a Gameboy Advance, with distances, evaluated with 'pinecone' key","[sort_by_similarity('a Game Boy Advance', k=100, brain_key='TEXT_SIM_KEY', dist_field = True)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
3 images that look the most like sample with ID uigweuyf,"[sort_by_similarity('uigweuyf', k=3, brain_key='IMAGE_SIM_KEY')]",Jacob,image,FALSE,FALSE,TRUE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
show me the 13 most similar images to the 4th image,"[sort_by_similarity(dataset.skip(3).first().id, k=13, brain_key='IMAGE_SIM_KEY')]",Jacob,image,FALSE,FALSE,TRUE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
"sort by similarity to the last image with a table, with key 'text_sim'","[sort_by_similarity(dataset.match(F('ground_truth.detections.label').contains('table')).last().id, brain_key='IMAGE_SIM_KEY']",Jacob,image,FALSE,FALSE,TRUE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
sort the samples with a car prediction by how gloomy the scene is,"[match(F('pred.detections.label').contains('Car')), sort_by_similarity('gloomy', k = 25, brain_key='TEXT_SIM_KEY')]",Jacob,image,FALSE,FALSE,TRUE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
take the images of buildings and find the ones that are most run down,"[match(F('classif.label') =='Building'), sort_by_similarity('run down', k = 10, brain_key='TEXT_SIM_KEY')]",Jacob,image,FALSE,FALSE,TRUE,FALSE,FALSE,classification,,,,,,,,,,,,,,,,,
get 50 random samples and find the one that is brightest,"[take(50), sort_by_similarity('bright', k = 50, brain_key = 'TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
I want to see the bluest images,"[sort_by_similarity('blue', k = 25, brain_key = 'TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
10 images with a lot of green or grass,"[sort_by_similarity('green and grassy', k = 10, brain_key = 'TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
show me all images with food,"[match(F(""ground_truth.detections.label"").contains([""apple"",""banana"",""broccoli"",""cake"",""carrot"",""donut"",""hot dog"",""orange"",""pizza"",""sandwich""]))]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
images with only household objects,"[match(F(""ground_truth.detections.label"").is_subset([""knife"",""fork"",""dining table"",""scissors"",""door"",""sink"",""chair"", ""plate"",""lamp"",""desk""]))]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
patches for bikes and bike-related gear,"[filter_labels(""ground_truth"", F(""label"").is_in(['Bicycle', 'Bicycle helmet', 'Bicycle wheel'])), to_patches(""ground_truth"")]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
filter for detections of junk food,"[filter_labels(""ground_truth"", F(""label"").is_in([""Ice cream"", ""Hamburger"", ""French fries"", ""Dessert"", ""Cookie"", ""Candy"", ""Baked goods""]))]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
all utensil patches in any image with a plate or a bowl,"[match(F(""ground_truth.detections.label"").contains([""Plate"", ""Bowl""])), filter_labels(""ground_truth"", F(""label"").is_in([""Fork"", ""Spoon"", ""Knife"", 'Chopsticks'])), to_patches(""ground_truth"")]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
show me the object patches for the 10 images with the most objects,"[sort_by(F(""detections.detections"").length(), reverse=True), limit(10), to_patches(""detections"")]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
"find the 10 objects that most fit ""musical instrument""","[to_patches(""detections""), sort_by_similarity(""musical instrument"", k = 10, brain_key='TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
get the 3 prediction patches that look most like a kitchen table,"[to_patches(""pred"").sort_by_similarity(""kitchen table"", k = 3, brain_key='TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
find the 5 men who look most like they could be personal trainers,"[filter_labels(""detections"", F(""label"") == ""Man""), to_patches(""detections""), sort_by_similarity(""personal trainer"", k = 5, brain_key='TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
"retrieve the 20 detections from model A that are the cutest puppies, with similarity computed with my_sim_key","[to_patches(""modelA_det""), sort_by_similarity(""cute puppy"", k = 20, brain_key='TEXT_SIM_KEY')]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
patches for large objects in gt detections field,"[filter_labels(""gt"", F(""bounding_box"")[2] * F(""bounding_box"")[3] > 0.8).to_patches(""gt"")]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
isolate the small car predictions,"[filter_labels(""pred"", F(""bounding_box"")[2] * F(""bounding_box"")[3] < 0.2), filter_labels(""pred"", F(""label"") == ""Car""), to_patches(""pred"")]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
Show me evaluation patches,"[to_evaluation_patches(""EVAL_KEY"")]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Display the evaluation patches for the first images in the dataset,"[limit(1), to_evaluation_patches(""EVAL_KEY"")]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Eval patches for model1,"[to_evaluation_patches(""EVAL_KEY"")]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
show all TP predictions,"[to_evaluation_patches(""EVAL_KEY""), match(F(""type"") == ""tp"")]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Any object detections that were wrong,"[to_evaluation_patches(""EVAL_KEY""), match(F(""type"").is_in([""fp"",""fn""]))]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Retrieve the detection predictions with IoU > 80%,"[to_evaluation_patches(""EVAL_KEY""), match(F(""iou"") > 0.8)]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Show me the evaluation patches sorted by IoU,"[to_evaluation_patches(""EVAL_KEY""), sort_by(""iou"")]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Just show me false positive predictions,"[filter_labels(""predictions"", F(""EVAL_KEY"") == ""fp"")]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Give me 10 random images with a false positive prediction,"[match(F(""EVAL_KEY_fp"")>0), take(10)]",Jacob,image,FALSE,FALSE,FALSE,TRUE,FALSE,all,,,,,,,,,,,,,,,,,
Images with llamas,"[match(F(""ground_truth.detections.label"").contains(""llama""))]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,detection,,,,,,,,,,,,,,,,,
cats,"[match(F(""ground_truth.label"") == ""Cat"")]",Jacob,image,FALSE,FALSE,FALSE,FALSE,FALSE,classification,,,,,,,,,,,,,,,,,
Samples whose image is less than 48 KB,[match(F('metadata.size_bytes') < 48 * 1024)],Jacob,image,FALSE,FALSE,FALSE,FALSE,TRUE,all,,,,,,,,,,,,,,,,,
show me the 10 haziest images,"[sort_by_similarity(""hazy"", brain_key = ""TEXT_SIM_KEY"", k = 10)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
photos that look like they were taken in the woods,"[sort_by_similarity(""the woods"", brain_key = ""TEXT_SIM_KEY"", k = 25)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
50 blurry images,"[sort_by_similarity(""blurry"", brain_key = ""TEXT_SIM_KEY"", k = 50)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
an elizabethan estate,"[sort_by_similarity(""Elizabethan estate"", brain_key = ""TEXT_SIM_KEY"", k = 25)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
retrieve the images that are similar to a rubber duck,"[sort_by_similarity(""Rubber duck"", brain_key = ""TEXT_SIM_KEY"", k = 25)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
"get the 100 images that look most like they come from an animated film, and shuffle them","[sort_by_similarity(""Animation"", brain_key = ""TEXT_SIM_KEY"", k = 100)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
samples that look really crowded,"[sort_by_similarity(""A crowded scene"", brain_key = ""TEXT_SIM_KEY"", k = 25)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
A grassy knoll,"[sort_by_similarity(""A grassy knoll"", brain_key = ""TEXT_SIM_KEY"", k = 25)]",Jacob,image,FALSE,TRUE,FALSE,FALSE,FALSE,all,,,,,,,,,,,,,,,,,
